date_time,room,theatre,imdb_id
2018-05-05 13:30,3,LILLE,tt2231461
2018-05-09 19:45,4,LILLE,tt7305366
2018-05-10 15:30,11,LILLE,tt3721964
2018-05-10 18:50,3,MAJESTIC,tt6632000
2018-05-11 13:35,9,LILLE,tt4964788
2018-05-12 18:00,1,METROPOLE,tt6069126
2018-05-14 18:40,1,MAJESTIC,tt7534054
2018-05-05 15:50,14,LILLE,tt5466186
2018-05-24 18:15,5,LILLE,tt5463162
2018-05-27 16:30,1,LILLE,tt3778644
2018-05-31 17:50,4,LILLE,tt8398768
2018-06-01 20:15,9,LILLE,tt7027092
2018-06-02 13:30,13,LILLE,tt5371168
2018-06-03 13:15,9,LILLE,tt4669264
2018-06-07 18:05,12,LILLE,tt6857166
2018-06-12 19:30,9,LILLE,tt4881806
2018-06-14 19:30,7,LILLE,tt6793580
2018-06-16 15:30,1,LILLE,tt5164214
2018-06-17 10:50,12,LILLE,tt6108178
2018-06-19 19:40,4,LILLE,tt1289403
2018-06-20 17:50,1,LILLE,tt6832138
2018-06-20 20:05,8,LILLE,tt6644200
2018-06-21 18:00,12,LILLE,tt7217128
2018-06-27 19:30,9,LILLE,tt5052474
2018-06-29 19:50,6,LILLE,tt5164432
2018-07-06 21:00,6,LILLE,tt3606756
2018-07-19 14:00,1,LILLE,tt5095030
2018-07-19 16:45,2,MAJESTIC,tt7156222
2018-07-21 16:00,11,LILLE,tt8476174
2018-07-22 13:40,7,LILLE,tt5758778
2018-07-23 13:40,2,MAJESTIC,tt6257174
2018-07-23 20:20,13,LILLE,tt7153766
2018-07-25 18:00,11,LILLE,tt8212614
2018-07-25 22:15,8,LILLE,tt5220122
2018-07-27 18:05,10,LILLE,tt5834262
2018-08-01 20:15,1,LILLE,tt4912910
2018-08-03 19:50,4,LILLE,tt6040662
2018-08-06 20:00,12,LILLE,tt6663582
2018-08-08 19:50,3,LILLE,tt4073790
2018-08-12 16:15,10,LILLE,tt5691670
2018-08-13 20:00,9,LILLE,tt7489740
2018-08-14 18:40,2,MAJESTIC,tt6869538
2018-08-15 13:25,6,LILLE,tt6892462
2018-08-27 16:00,9,LILLE,tt7654890
2018-08-27 19:30,1,LILLE,tt7349662
2018-08-28 13:30,6,LILLE,tt4779682
2018-08-28 16:00,3,MAJESTIC,tt5323662
2018-08-29 13:55,6,LILLE,tt6017942
2018-08-29 15:40,8,LILLE,tt4560436
2018-09-01 15:45,7,LILLE,tt3766354
2018-09-02 16:00,3,LILLE,tt8630054
2018-09-03 13:50,9,LILLE,tt7253216
2018-09-05 10:30,7,LILLE,tt4940416
2018-09-06 16:00,6,LILLE,tt6665904
2018-09-08 17:50,8,LILLE,tt6238896
2018-09-15 13:45,10,LILLE,tt7668870
2018-09-15 18:00,1,LILLE,tt6690004
2018-09-19 19:30,9,LILLE,tt6451260
2018-09-20 16:30,1,LILLE,tt4971344
2018-09-20 20:05,8,LILLE,tt7241074
2018-09-22 13:30,7,LILLE,tt7517232
2018-09-23 13:50,5,MAJESTIC,tt3892172
2018-09-26 13:40,1,LILLE,tt7205630
2018-10-01 18:00,5,LILLE,tt2119543
2018-10-04 16:30,6,LILLE,tt1517451
2018-10-06 13:20,12,LILLE,tt6527586
2018-10-07 13:40,4,LILLE,tt7773210
2018-10-12 19:00,8,LILLE,tt1270797
2018-10-13 13:55,8,LILLE,tt8763008
2018-10-17 17:50,8,LILLE,tt6182908
2018-10-18 19:05,1,LILLE,tt1213641
2018-10-20 13:10,10,LILLE,tt7169514
2018-10-26 19:30,12,LILLE,tt8267604
2018-10-27 14:00,2,LILLE,tt6913168
2018-10-27 16:00,4,LILLE,tt7489816
2018-10-28 14:00,1,LILLE,tt7476116
2018-10-28 18:00,11,LILLE,tt4575576
2018-10-31 18:10,2,LILLE,tt6543652
2018-10-31 20:55,1,MAJESTIC,tt1727824
2018-11-01 17:15,12,LILLE,tt10182822
2018-11-03 13:40,11,LILLE,tt7534068
2018-11-07 18:00,8,LILLE,tt6948326
2018-11-11 16:25,12,LILLE,tt6628394
2018-11-14 18:00,12,LILLE,tt7502234
2018-11-15 20:00,3,MAJESTIC,tt1034415
2018-11-16 19:20,1,LILLE,tt4123430
2018-11-17 14:05,3,LILLE,tt4951982
2018-11-18 13:40,7,LILLE,tt8260226
2018-11-23 15:50,12,LILLE,tt6708116
2018-11-23 17:55,11,LILLE,tt10888554
2018-11-25 14:00,11,LILLE,tt8001346
2018-11-28 14:00,12,LILLE,tt2709692
2018-11-28 20:10,11,LILLE,tt5523010
2018-11-29 14:00,1,LILLE,tt7210426
2018-11-30 19:30,3,LILLE,tt4218572
2018-12-01 15:50,4,LILLE,tt7721550
2018-12-06 20:05,5,LILLE,tt7543930
2018-12-12 19:30,8,LILLE,tt1571234
2018-12-18 20:00,1,LILLE,tt1477834
2018-12-19 19:45,4,LILLE,tt4633694
2018-12-28 18:40,5,MAJESTIC,tt6900448
2018-12-29 13:40,10,LILLE,tt7025976
2018-12-30 14:00,5,LILLE,tt4701182
